R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women.s.Flyweight_rank,R_Women.s.Featherweight_rank,R_Women.s.Strawweight_rank,R_Women.s.Bantamweight_rank,R_Heavyweight_rank,R_Light.Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound.for.Pound_rank,B_Women.s.Flyweight_rank,B_Women.s.Featherweight_rank,B_Women.s.Strawweight_rank,B_Women.s.Bantamweight_rank,B_Heavyweight_rank,B_Light.Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound.for.Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,latitude,longitude
Ben Sosoli,Marcos Rogerio De Lima,130.0,-150,130.0,66.66666667,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Heavyweight,MALE,3,1,0,0,3.55,0.54,0.8,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,Orthodox,185.42,190.5,253,0,0,0,2.22,0.31,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,265,30,34,-1,0,2,5,-5,13,0,3,1,10.16,7.62,-4,1.33,0.8,0.78,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,,,,,,700.0,230.0,1800.0,500.0,200.0,360.0,-36.5412811,174.550610491441
Brad Riddell,Magomed Mustafaev,120.0,-140,120.0,71.42857143,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,3,0,1,0,3.11,0.57,0.7,0.0,0.0,2,1,7,0,0,0,0,3,0,0,3,Orthodox,172.72,180.34,155,0,1,0,6.07,0.59,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,155,28,31,0,0,1,2,-1,4,0,3,0,2.54,0.0,-3,-2.96,0.7,-1.0,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,340.0,400.0,1200.0,500.0,320.0,250.0,-36.5412811,174.550610491441
Kevin Aguilar,Zubaira Tukhugov,-115.0,-105,86.95652174,95.23809524,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Featherweight,MALE,3,0,0,1,2.28,0.35,0.0,3.03,0.56,3,1,13,0,0,1,1,1,0,0,3,Orthodox,172.72,172.72,145,1,0,0,3.78,0.36,0.0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,145,31,29,1,0,1,1,0,4,0,1,0,2.54,-12.7,2,-1.5,0.0,2.78,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,1.0,3:21,201.0,170.0,175.0,900.0,750.0,650.0,700.0,-36.5412811,174.550610491441
Jalin Turner,Joshua Culibao,-210.0,175,47.61904762,175.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,5.66,0.45,0.6,0.61,1.0,1,2,5,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,155,24,25,1,0,-1,-1,2,-5,0,-1,0,-12.7,-17.78,-1,-5.66,-0.6,-0.61,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,,,,,,335.0,425.0,1200.0,1500.0,105.0,445.0,-36.5412811,174.550610491441
Jake Matthews,Emil Meek,-200.0,170,50.0,170.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Welterweight,MALE,3,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,0,1,0,3.07,0.46,0.8,1.99,0.38,3,4,28,0,0,1,2,1,4,0,8,Orthodox,180.34,185.42,170,25,31,-2,-1,-2,-7,2,-19,0,-1,-4,0.0,2.54,-6,-0.83,0.5,-1.66,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,-132.0,435.0,550.0,1815.0,935.0,440.0,-36.5412811,174.550610491441
Callan Potter,Song Kenan,170.0,-200,170.0,50.0,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Welterweight,MALE,3,0,1,0,4.13,0.45,0.0,0.0,0.0,2,1,9,0,0,0,1,2,0,0,3,Orthodox,182.88,180.34,170,0,1,0,3.21,0.51,0.0,2.83,0.6,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,170,35,29,0,0,1,2,0,5,0,2,0,0.0,-2.54,6,0.92,0.0,-2.83,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,,,,,,300.0,415.0,1200.0,950.0,950.0,110.0,-36.5412811,174.550610491441
Kai Kara France,Tyson Nam,-260.0,220,38.46153846,220.0,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Flyweight,MALE,3,1,0,0,2.67,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,1,0,0,5.28,0.41,0.0,0.75,0.37,3,1,12,0,0,1,2,0,0,0,3,Orthodox,162.56,175.26,125,26,36,0,0,-3,-3,0,-9,0,0,0,7.62,-2.54,-10,-2.61,0.0,-0.75,0,1,unRanked,8,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,8,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,,,,,,-150.0,540.0,800.0,2000.0,475.0,480.0,-36.5412811,174.550610491441
Loma Lookboonmee,Angela Hill,155.0,-175,155.0,57.14285714,2020-02-22,"Auckland, New Zealand", New Zealand,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,5.97,0.5,0.1,0.46,0.41,2,7,34,0,0,0,4,2,0,0,6,Orthodox,160.02,162.56,115,0,1,0,6.6,0.65,0.0,1.0,0.16,1,0,3,0,0,1,0,0,0,0,1,Orthodox,154.94,154.94,115,24,35,0,1,1,5,-7,31,0,2,0,5.08,7.62,-11,-0.63,0.1,-0.54,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,200.0,115.0,2800.0,475.0,1265.0,545.0,-36.5412811,174.550610491441
Priscila Cachoeira,Shana Dobson,180.0,-220,180.0,45.45454545,2020-02-22,"Auckland, New Zealand", New Zealand,Red,False,Women's Flyweight,FEMALE,3,2,0,0,3.56,0.33,0.0,0.4,0.25,0,2,8,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,3,0,0,3.7,0.36,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,31,30,1,0,0,1,1,0,0,1,0,-2.54,10.16,1,-0.14,0.0,0.4,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punch,1.0,0:40,40.0,317.0,-105.0,1008.0,1310.0,850.0,500.0,-36.5412811,174.550610491441
Francis Ngannou,Junior Dos Santos,-220.0,180,45.45454545,180.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,5,0,3,0,4.66,0.48,0.1,0.33,0.55,9,4,51,5,0,0,5,10,0,0,15,Orthodox,193.04,195.58,238,0,2,0,2.15,0.37,0.5,0.0,0.0,6,2,21,1,0,0,0,7,1,0,8,Orthodox,193.04,210.82,250,32,35,0,1,3,7,-2,30,4,3,-1,0.0,-15.24,-3,2.51,-0.4,0.33,0,1,3,2,unRanked,unRanked,unRanked,unRanked,2,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,3,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,KO/TKO,Punch,1.0,1:11,71.0,900.0,600.0,2000.0,1400.0,-180.0,300.0,44.9772995,-93.2654692
Jussier Formiga,Joseph Benavidez,105.0,-125,105.0,80.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,3.46,0.33,0.6,1.53,0.31,6,5,63,2,0,1,10,5,4,0,20,Southpaw,162.56,165.1,125,0,4,0,1.38,0.38,0.6,1.95,0.39,4,4,32,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,125,34,34,0,-2,2,11,-1,31,2,5,1,-2.54,-5.08,0,2.08,0.0,-0.42,0,1,2,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,2,unRanked,Red,KO/TKO,Punches,2.0,4:47,587.0,175.0,150.0,750.0,1200.0,1400.0,350.0,44.9772995,-93.2654692
Demian Maia,Rocco Martin,-190.0,165,52.63157895,165.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Welterweight,MALE,3,0,4,0,2.7,0.36,1.1,0.68,0.25,4,4,32,0,0,0,4,1,3,0,8,Orthodox,182.88,185.42,170,0,1,0,1.82,0.43,1.0,2.49,0.25,7,9,79,2,0,1,8,1,10,0,20,Southpaw,185.42,182.88,170,41,29,0,3,-3,-12,5,-47,-2,0,-7,-2.54,2.54,12,0.88,0.1,-1.81,0,1,unRanked,12,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,12,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,,,,,,250.0,225.0,125.0,2000.0,1600.0,1000.0,44.9772995,-93.2654692
Roosevelt Roberts,Vinc Pichel,-245.0,205,40.81632653,205.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,3.29,0.45,0.4,4.0,0.6,4,2,13,0,0,0,3,1,0,0,4,Orthodox,177.8,182.88,155,0,2,0,2.87,0.46,0.5,1.84,0.63,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,185.42,155,25,36,-1,-2,2,2,-2,9,0,1,-1,-10.16,-2.54,-11,0.42,-0.1,2.16,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,150.0,325.0,250.0,1400.0,600.0,800.0,44.9772995,-93.2654692
Drew Dober,Marco Polo Reyes,-430.0,345,23.25581395,345.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,6.0,0.37,0.0,0.0,0.0,3,2,11,0,0,1,0,3,0,0,4,Orthodox,180.34,180.34,155,1,0,0,4.51,0.4,0.1,0.95,0.17,3,5,26,0,0,0,3,3,1,0,7,Southpaw,172.72,177.8,155,30,34,0,0,0,-3,3,-15,0,0,-1,7.62,2.54,-4,1.49,-0.1,-0.95,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,1.0,1:07,67.0,250.0,500.0,450.0,1600.0,150.0,700.0,44.9772995,-93.2654692
Alonzo Menifield,Paul Craig,-350.0,290,28.57142857,290.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,2.33,0.48,1.5,1.65,0.21,1,3,13,0,0,0,0,0,3,0,3,Orthodox,190.5,193.04,205,0,1,0,5.07,0.48,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,205,31,31,0,0,0,2,-3,12,0,-1,3,7.62,0.0,0,-2.74,1.5,1.65,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punch,1.0,3:19,199.0,450.0,900.0,1200.0,500.0,-175.0,800.0,44.9772995,-93.2654692
Ricardo Ramos,Journey Newson,-380.0,315,26.31578947,315.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,2.81,0.33,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,1,0,0,3.05,0.39,0.7,2.13,0.64,3,1,10,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,23,30,1,0,-3,-3,1,-10,0,-1,0,-10.16,-12.7,-7,-0.24,0.3,-2.13,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,115.0,540.0,350.0,1550.0,415.0,760.0,44.9772995,-93.2654692
Eryk Anders,Vinicius Moreira,-300.0,250,33.33333333,250.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,2.79,0.6,1.7,2.61,0.18,0,1,1,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,3,0,0,3.06,0.45,0.1,1.51,0.4,2,4,21,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,32,30,2,0,-2,-3,3,-20,0,-2,0,7.62,2.54,2,-0.27,1.6,1.1,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punch,1.0,1:18,78.0,275.0,650.0,1400.0,500.0,-120.0,1215.0,44.9772995,-93.2654692
Jared Gordon,Dan Moret,-350.0,290,28.57142857,290.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,2.67,0.43,0.4,1.25,0.27,0,2,5,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,2,0,0,6.26,0.54,0.0,2.98,0.39,2,2,9,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,155,30,32,0,0,-2,-2,0,-4,0,-1,0,7.62,12.7,-2,-3.59,0.4,-1.73,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,150.0,450.0,435.0,1270.0,225.0,1150.0,44.9772995,-93.2654692
Dalcha Lungiambula,Dequan Townsend,-420.0,335,23.80952381,335.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,1.15,0.35,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,0,0,0,1.79,0.55,0.0,2.83,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,193.04,205,31,33,0,0,0,0,0,0,0,0,0,17.78,7.62,-2,-0.64,0.0,-2.83,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punch,3.0,0:42,642.0,320.0,1100.0,800.0,1155.0,-110.0,495.0,44.9772995,-93.2654692
Emily Whitmire,Amanda Ribas,-175.0,155,57.14285714,155.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,4.29,0.38,1.4,2.71,0.57,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,0,2,0,2.84,0.31,0.6,1.18,0.66,2,1,5,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,115,28,25,0,-2,-2,-2,1,-5,0,0,-1,-5.08,7.62,3,1.45,0.8,1.53,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,2.0,2:10,430.0,155.0,310.0,340.0,550.0,1250.0,1050.0,44.9772995,-93.2654692
Maurice Greene,Junior Albini,-125.0,105,80.0,105.0,2019-06-29,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,3,3,0,0,3.98,0.51,0.0,1.54,0.37,1,3,7,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,0,2,0,4.19,0.44,0.5,0.0,0.0,2,0,4,0,0,1,0,0,1,0,2,Orthodox,200.66,203.2,258,32,28,-3,-2,-1,-1,-3,3,0,1,-1,-10.16,-15.24,4,-0.21,-0.5,1.54,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punch,1.0,3:38,218.0,275.0,425.0,500.0,925.0,325.0,240.0,44.9772995,-93.2654692
Renato Moicano,Chan Sung Jung,-220.0,180,45.45454545,180.0,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,4.58,0.41,0.6,0.78,0.41,3,4,22,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,1,0,0,5.53,0.46,0.4,1.16,0.54,3,2,17,0,0,2,1,0,2,0,5,Orthodox,180.34,182.88,145,30,32,0,0,0,-1,-2,5,1,2,0,-10.16,0.0,-2,-0.95,0.2,-0.38,0,1,12,5,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,5,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,12,unRanked,unRanked,unRanked,Red,KO/TKO,Punch,1.0,0:58,58.0,200.0,800.0,450.0,1200.0,300.0,275.0,34.851354,-82.3984882
Bryan Barberena,Randy Brown,-235.0,195,42.55319149,195.0,2019-06-22,"Greenville, South Carolina, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,3.41,0.47,0.6,0.95,0.46,2,3,18,0,0,0,2,1,1,0,4,Orthodox,190.5,198.12,170,1,0,0,5.65,0.48,0.3,0.26,0.33,2,4,22,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,30,28,0,0,0,-1,1,-4,0,-2,0,7.62,15.24,2,-2.24,0.3,0.69,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Kick,3.0,2:54,774.0,200.0,400.0,650.0,1000.0,165.0,900.0,34.851354,-82.3984882
Andre Ewell,Anderson Dos Santos,-140.0,120,71.42857143,120.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,2.7,0.26,0.5,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,1,0,0,3.74,0.4,0.0,0.21,0.5,1,1,6,0,0,1,0,0,0,0,1,Southpaw,172.72,190.5,135,31,33,0,0,-1,-1,0,-3,0,0,0,-7.62,-12.7,-2,-1.04,0.5,0.79,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,275.0,300.0,1000.0,300.0,325.0,800.0,34.851354,-82.3984882
Andrea Lee,Montana De La Rosa,-185.0,160,54.05405405,160.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,3,0,2.3,0.33,1.9,2.22,0.33,3,0,6,0,0,0,0,0,3,0,3,Orthodox,170.18,172.72,125,0,2,0,5.4,0.48,0.6,1.4,0.38,2,0,6,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125,30,24,0,1,1,1,0,0,0,0,3,2.54,-2.54,6,-3.1,1.3,0.82,0,1,11,10,10,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,11,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,U-DEC,,3.0,5:00,900.0,-125.0,400.0,900.0,400.0,800.0,1600.0,34.851354,-82.3984882
Kevin Holland,Alessio Di Chirico,-230.0,190,43.47826087,190.0,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,3.2,0.42,0.0,1.95,0.5,2,2,12,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,0,2,0,4.16,0.54,1.1,1.27,0.43,2,1,9,0,0,1,0,0,1,0,2,Orthodox,190.5,205.74,185,26,29,0,0,0,1,-1,3,0,1,-1,-7.62,-17.78,-3,-0.96,-1.1,0.68,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,200.0,250.0,300.0,1400.0,350.0,1200.0,34.851354,-82.3984882
Dan Ige,Kevin Aguilar,120.0,-140,120.0,71.42857143,2019-06-22,"Greenville, South Carolina, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,3.78,0.36,0.0,0.25,0.5,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,145,0,3,0,3.89,0.49,0.8,2.38,0.35,3,1,8,0,0,0,1,1,1,0,3,Orthodox,170.18,180.34,145,27,30,0,-1,-1,-1,1,-2,0,-1,-1,0.0,5.08,-3,-0.11,-0.8,-2.13,0,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,285.0,138.0,520.0,2300.0,1010.0,380.0,34.851354,-82.3984882
